airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,09:05:00,965,1.0,No info,8452
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,16079
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,04:25:00,395,1.0,No info,16079
Indigo,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,630,1.0,No info,7503
Jet Airways,2019-06-24,Banglore,Delhi,15:15:00,18:10:00,175,0.0,No info,8016
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,890,1.0,No info,31825
Jet Airways,2019-06-24,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No info,5678
Multiple Carriers,2019-05-09,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No info,8888
Jet Airways,2019-05-21,Delhi,Cochin,14:00:00,04:25:00,865,1.0,In-flight meal not included,12898
Indigo,2019-04-15,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No info,4174
Air India,2019-05-18,Kolkata,Banglore,16:50:00,13:45:00,1255,2.0,No info,13432
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,In-flight meal not included,10844
Jet Airways,2019-06-09,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Air India,2019-03-06,Banglore,New Delhi,11:50:00,19:50:00,480,1.0,No info,14594
Indigo,2019-04-21,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4804
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585,1.0,No info,13374
Indigo,2019-06-21,Chennai,Kolkata,22:05:00,00:25:00,140,0.0,No info,5277
Air India,2019-03-06,Delhi,Cochin,07:05:00,19:15:00,2170,2.0,No info,11552
Air India,2019-03-24,Kolkata,Banglore,07:00:00,01:20:00,1100,2.0,No info,13428
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,16:20:00,590,1.0,No info,14781
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No info,8073
Air India,2019-06-24,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No info,6961
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,04:25:00,1165,1.0,In-flight meal not included,13843
Multiple Carriers,2019-05-18,Delhi,Cochin,03:50:00,19:00:00,910,1.0,No info,10197
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420,2.0,In-flight meal not included,6643
Indigo,2019-04-15,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No info,4823
Spicejet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No info,3311
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,19:00:00,450,1.0,In-flight meal not included,12898
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No info,6853
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,20:45:00,1485,1.0,In-flight meal not included,10844
Jet Airways,2019-05-06,Kolkata,Banglore,20:00:00,09:20:00,800,1.0,In-flight meal not included,9663
Air India,2019-03-01,Banglore,New Delhi,10:30:00,21:25:00,655,2.0,No info,11213
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,09:20:00,1155,1.0,In-flight meal not included,9663
Indigo,2019-03-24,Banglore,New Delhi,18:25:00,21:20:00,175,0.0,No info,7303
Air India,2019-06-24,Delhi,Cochin,12:55:00,19:15:00,1820,2.0,No info,12436
Indigo,2019-06-09,Kolkata,Banglore,17:35:00,22:15:00,280,1.0,No info,5699
Multiple Carriers,2019-06-24,Delhi,Cochin,11:30:00,01:30:00,840,1.0,No info,13377
Spicejet,2019-03-01,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No info,5515
Air India,2019-03-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No info,7165
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,08:15:00,665,1.0,No info,14781
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,12:35:00,425,2.0,In-flight meal not included,15544
Indigo,2019-03-09,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No info,4148
Indigo,2019-04-15,Delhi,Cochin,16:00:00,21:00:00,300,1.0,No info,5947
Indigo,2019-04-03,Mumbai,Hyderabad,16:55:00,18:25:00,90,0.0,No info,3175
Multiple Carriers,2019-06-15,Delhi,Cochin,07:05:00,16:10:00,545,1.0,No info,9646
Indigo,2019-05-18,Kolkata,Banglore,15:15:00,20:05:00,290,1.0,No info,4775
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No info,16704
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,19:10:00,1570,1.0,No info,13067
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,18:50:00,995,1.0,In-flight meal not included,6017
Spicejet,2019-03-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3332
Air India,2019-03-09,Delhi,Cochin,17:45:00,23:00:00,315,1.0,No info,9064
Jet Airways,2019-03-06,Banglore,New Delhi,14:05:00,09:30:00,1165,1.0,No info,17261
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No info,10909
Indigo,2019-06-24,Delhi,Cochin,16:10:00,22:30:00,380,1.0,No info,6412
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,21:00:00,570,1.0,No info,13587
Indigo,2019-04-24,Delhi,Cochin,06:50:00,12:10:00,320,1.0,No info,5298
Air India,2019-03-01,Banglore,New Delhi,11:05:00,19:50:00,525,1.0,1 Long layover,14594
Spicejet,2019-06-09,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No info,4174
Air India,2019-06-27,Delhi,Cochin,09:00:00,19:15:00,615,1.0,No info,8372
Trujet,2019-03-06,Mumbai,Hyderabad,13:05:00,16:20:00,195,1.0,No info,4140
Jet Airways,2019-03-06,Delhi,Cochin,16:50:00,04:25:00,2135,2.0,No info,19907
Vistara,2019-05-06,Kolkata,Banglore,17:00:00,20:20:00,1640,1.0,No info,8610
Jet Airways,2019-04-24,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No info,7229
Jet Airways,2019-03-09,Delhi,Cochin,16:00:00,04:25:00,745,1.0,No info,16289
Jet Airways,2019-04-09,Delhi,Cochin,17:30:00,12:35:00,1145,1.0,No info,11822
Air India,2019-05-12,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No info,12140
Air India,2019-06-15,Delhi,Cochin,17:40:00,23:00:00,320,1.0,No info,7384
Indigo,2019-03-12,Kolkata,Banglore,14:20:00,16:55:00,155,0.0,No info,4148
Jet Airways,2019-06-27,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Multiple Carriers,2019-06-24,Delhi,Cochin,06:00:00,21:00:00,900,1.0,No info,7740
Air India,2019-03-06,Mumbai,Hyderabad,16:00:00,23:45:00,465,1.0,No info,11678
Indigo,2019-03-24,Kolkata,Banglore,05:35:00,11:20:00,345,1.0,No info,9319
Goair,2019-03-01,Banglore,New Delhi,20:55:00,23:50:00,175,0.0,No info,18558
Spicejet,2019-04-21,Kolkata,Banglore,17:10:00,19:40:00,150,0.0,No check-in baggage included,4807
